contributors,coordinates,created_at,display_text_range,extended_entities,extended_tweet,extended_tweet-full_text,favorite_count,favorited,filter_level,geo,id,id_str,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,is_quote_status,lang,place,possibly_sensitive,quote_count,quoted_status-extended_tweet-full_text,quoted_status-text,quoted_status-user-screen_name,quoted_status_id,quoted_status_id_str,reply_count,retweet_count,retweeted,source,text,timestamp_ms,truncated,user-screen_name
,,Wed Jan 31 00:41:15 +0000 2018,"[9, 32]",,,,0,False,low,,958500388361113602,958500388361113602,CBSNews,9.585003088665272e+17,958500308866527232,15012486,15012486,True,und,,False,0,"I'm with Ginsburg, Dreamers and the People. 🇺🇸
#BoycottSOTU #StateOfTheUnion #Boycott #SOTU

Instead, catch the #StateofTheDream &amp; #PeoplesSOTU 🇺🇸 https://t.co/R8MHOrIGvV","I'm with Ginsburg, Dreamers and the People. 🇺🇸
#BoycottSOTU #StateOfTheUnion #Boycott #SOTU

Instead, catch the… https://t.co/PautuQ1h3S",MaureenFrench,9.581796212577403e+17,958179621257740288,0,0,False,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",@CBSNews https://t.co/Oh6bfpMy3L,1517359275318,False,MaureenFrench
,,Wed Jan 31 02:57:01 +0000 2018,"[4, 140]",,"{'full_text': '@VP So is the @VP haircut called the “Pence”? The “Stephen Harper”, or the “Emmet”? #SOTU #FireStephenMiller #SOTU2018 https://t.co/WDz1ecLvLX', 'display_text_range': [4, 118], 'entities': {'hashtags': [{'text': 'SOTU', 'indices': [84, 89]}, {'text': 'FireStephenMiller', 'indices': [90, 108]}, {'text': 'SOTU2018', 'indices': [109, 118]}], 'urls': [], 'user_mentions': [{'screen_name': 'VP', 'name': 'Vice President Mike Pence', 'id': 818910970567344128, 'id_str': '818910970567344128', 'indices': [0, 3]}, {'screen_name': 'VP', 'name': 'Vice President Mike Pence', 'id': 818910970567344128, 'id_str': '818910970567344128', 'indices': [14, 17]}], 'symbols': [], 'media': [{'id': 958534542746365957, 'id_str': '958534542746365957', 'indices': [119, 142], 'media_url': 'http://pbs.twimg.com/tweet_video_thumb/DU1mFo1WsAUcMxN.jpg', 'media_url_https': 'https://pbs.twimg.com/tweet_video_thumb/DU1mFo1WsAUcMxN.jpg', 'url': 'https://t.co/WDz1ecLvLX', 'display_url': 'pic.twitter.com/WDz1ecLvLX', 'expanded_url': 'https://twitter.com/Castzky99/status/958534554767126529/photo/1', 'type': 'animated_gif', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 500, 'h': 208, 'resize': 'fit'}, 'large': {'w': 500, 'h': 208, 'resize': 'fit'}, 'small': {'w': 500, 'h': 208, 'resize': 'fit'}}, 'video_info': {'aspect_ratio': [125, 52], 'variants': [{'bitrate': 0, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/tweet_video/DU1mFo1WsAUcMxN.mp4'}]}}]}, 'extended_entities': {'media': [{'id': 958534542746365957, 'id_str': '958534542746365957', 'indices': [119, 142], 'media_url': 'http://pbs.twimg.com/tweet_video_thumb/DU1mFo1WsAUcMxN.jpg', 'media_url_https': 'https://pbs.twimg.com/tweet_video_thumb/DU1mFo1WsAUcMxN.jpg', 'url': 'https://t.co/WDz1ecLvLX', 'display_url': 'pic.twitter.com/WDz1ecLvLX', 'expanded_url': 'https://twitter.com/Castzky99/status/958534554767126529/photo/1', 'type': 'animated_gif', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 500, 'h': 208, 'resize': 'fit'}, 'large': {'w': 500, 'h': 208, 'resize': 'fit'}, 'small': {'w': 500, 'h': 208, 'resize': 'fit'}}, 'video_info': {'aspect_ratio': [125, 52], 'variants': [{'bitrate': 0, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/tweet_video/DU1mFo1WsAUcMxN.mp4'}]}}]}}","@VP So is the @VP haircut called the “Pence”? The “Stephen Harper”, or the “Emmet”? #SOTU #FireStephenMiller #SOTU2018 https://t.co/WDz1ecLvLX",0,False,low,,958534554767126529,958534554767126529,Castzky99,9.58533232353407e+17,958533232353406976,505356757,505356757,False,en,,False,0,,,,,,0,0,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@VP So is the @VP haircut called the “Pence”? The “Stephen Harper”, or the “Emmet”? #SOTU #FireStephenMiller… https://t.co/OUdsubKFBD",1517367421224,True,Castzky99
,,Tue Jan 30 15:40:16 +0000 2018,"[29, 120]",,,,0,False,low,,958364248018640896,958364248018640896,cooljim198,9.583629199343247e+17,958362919934324736,413722926,413722926,False,en,,,0,,,,,,0,0,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@cooljim198 @MichaelBourdea5 Could someone make an alert so we know when to switch over, since I refuse to watch #sotu ?",1517326816931,False,PVReiki
,,Tue Jan 30 17:20:09 +0000 2018,"[0, 140]",,"{'full_text': '@TheJuanWilliams WE ARE AMERICAN PATRIOTS, WE ARE NOT BOTS! TODAY WE WILL PRESENT YOU WITH PROOF. #MEMESTORM We are NOT Russian BOTS! #ControlTheNarrative #SOTU @POTUS Engage The STORM Anons. God Speed! #TheResistance https://t.co/aRCZZlI7AJ', 'display_text_range': [0, 217], 'entities': {'hashtags': [{'text': 'MEMESTORM', 'indices': [98, 108]}, {'text': 'ControlTheNarrative', 'indices': [134, 154]}, {'text': 'SOTU', 'indices': [155, 160]}, {'text': 'TheResistance', 'indices': [203, 217]}], 'urls': [], 'user_mentions': [{'screen_name': 'TheJuanWilliams', 'name': 'Juan Williams', 'id': 228747444, 'id_str': '228747444', 'indices': [0, 16]}, {'screen_name': 'POTUS', 'name': 'President Trump', 'id': 822215679726100480, 'id_str': '822215679726100480', 'indices': [161, 167]}], 'symbols': [], 'media': [{'id': 958389350148005898, 'id_str': '958389350148005898', 'indices': [218, 241], 'media_url': 'http://pbs.twimg.com/media/DUziCUQW4AoMk1W.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DUziCUQW4AoMk1W.jpg', 'url': 'https://t.co/aRCZZlI7AJ', 'display_url': 'pic.twitter.com/aRCZZlI7AJ', 'expanded_url': 'https://twitter.com/PithyPins/status/958389383828312065/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 514, 'resize': 'fit'}, 'large': {'w': 1174, 'h': 888, 'resize': 'fit'}, 'medium': {'w': 1174, 'h': 888, 'resize': 'fit'}}}]}, 'extended_entities': {'media': [{'id': 958389350148005898, 'id_str': '958389350148005898', 'indices': [218, 241], 'media_url': 'http://pbs.twimg.com/media/DUziCUQW4AoMk1W.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DUziCUQW4AoMk1W.jpg', 'url': 'https://t.co/aRCZZlI7AJ', 'display_url': 'pic.twitter.com/aRCZZlI7AJ', 'expanded_url': 'https://twitter.com/PithyPins/status/958389383828312065/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 514, 'resize': 'fit'}, 'large': {'w': 1174, 'h': 888, 'resize': 'fit'}, 'medium': {'w': 1174, 'h': 888, 'resize': 'fit'}}}]}}","@TheJuanWilliams WE ARE AMERICAN PATRIOTS, WE ARE NOT BOTS! TODAY WE WILL PRESENT YOU WITH PROOF. #MEMESTORM We are NOT Russian BOTS! #ControlTheNarrative #SOTU @POTUS Engage The STORM Anons. God Speed! #TheResistance https://t.co/aRCZZlI7AJ",0,False,low,,958389383828312065,958389383828312065,TheJuanWilliams,,,228747444,228747444,False,en,,False,0,,,,,,0,0,False,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@TheJuanWilliams WE ARE AMERICAN PATRIOTS, WE ARE NOT BOTS! TODAY WE WILL PRESENT YOU WITH PROOF. #MEMESTORM We are… https://t.co/UUAgHeWBWq",1517332809775,True,PithyPins
,,Wed Jan 31 01:07:31 +0000 2018,"[11, 120]",,,,0,False,low,,958507000257683457,958507000257683457,BossHogg6,9.585060107962655e+17,958506010796265472,125833800,125833800,False,en,,,0,,,,,,0,0,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@BossHogg6 I know! Turn it down real low, turn on CC, and scroll the #SOTU TL... we are all suffering together !! 😂🤷🏽‍♀️",1517360851717,False,LuvRockNlegs
,,Tue Jan 30 18:19:24 +0000 2018,"[0, 103]",,,,0,False,low,,958404294725853185,958404294725853185,SenatorTester,,,515822213,515822213,True,en,,False,0,"Nicolas Perez is a South Florida small business owner, a DREAMer, and my #SOTU guest. When Trump looks into the crowd tomorrow night, I hope he thinks about people like Nicolas who came here through no fault of their own and contribute so much to our community.","Nicolas Perez is a South Florida small business owner, a DREAMer, and my #SOTU guest. When Trump looks into the cro… https://t.co/xDzi9863Qw",DWStweets,9.580892925129318e+17,958089292512931840,0,0,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","@SenatorTester are you bringing a guest?

Will they be from Montana?

Are they a Dreamer/new dem voter? https://t.co/HIjvBOf6Ak",1517336364810,False,DickBozeman
,,Tue Jan 30 19:56:17 +0000 2018,,,"{'full_text': '@POTUS @realDonaldTrump I wish they would play the #NationalAnthem before the #SOTU, so we could watch all of the #Democrats stay seated or kneel. What a visual for normal #Americans that would be!!!!! #EPIC #AmericaFirst', 'display_text_range': [0, 221], 'entities': {'hashtags': [{'text': 'NationalAnthem', 'indices': [51, 66]}, {'text': 'SOTU', 'indices': [78, 83]}, {'text': 'Democrats', 'indices': [114, 124]}, {'text': 'Americans', 'indices': [172, 182]}, {'text': 'EPIC', 'indices': [202, 207]}, {'text': 'AmericaFirst', 'indices': [208, 221]}], 'urls': [], 'user_mentions': [{'screen_name': 'POTUS', 'name': 'President Trump', 'id': 822215679726100480, 'id_str': '822215679726100480', 'indices': [0, 6]}, {'screen_name': 'realDonaldTrump', 'name': 'Donald J. Trump', 'id': 25073877, 'id_str': '25073877', 'indices': [7, 23]}], 'symbols': []}}","@POTUS @realDonaldTrump I wish they would play the #NationalAnthem before the #SOTU, so we could watch all of the #Democrats stay seated or kneel. What a visual for normal #Americans that would be!!!!! #EPIC #AmericaFirst",0,False,low,,958428673207652352,958428673207652352,POTUS,,,822215679726100480,822215679726100480,False,en,,,0,,,,,,0,0,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@POTUS @realDonaldTrump I wish they would play the #NationalAnthem before the #SOTU, so we could watch all of the… https://t.co/aqrn3DjyCi",1517342177093,True,DougSullivant
,,Wed Jan 31 02:25:50 +0000 2018,,,,,0,False,low,,958526709464223745,958526709464223745,realDonaldTrump,,,25073877,25073877,False,en,,,0,,,,,,0,0,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@realDonaldTrump’s voice keeps cracking because he’s not used to using his inside voice #SOTU,1517365550758,False,SweaterOfDoom
,,Wed Jan 31 03:07:25 +0000 2018,"[29, 126]",,,,0,False,low,,958537173971689472,958537173971689472,FoxBusiness,9.585364419901235e+17,958536441990123525,56413858,56413858,False,en,,False,0,,,,,,0,0,False,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@FoxBusiness @FoxNews @POTUS Hardworking, Low Unemployment, Low Crime — DEPORT THEM #SOTU #DACA #Trump https://t.co/PCN9TGNGbl",1517368045691,False,chrisoldcorn
,,Tue Jan 30 19:33:27 +0000 2018,"[12, 104]",,,,0,False,low,,958422930404323328,958422930404323328,ananavarro,9.58421311012909e+17,958421311012909056,19568591,19568591,False,en,,,0,,,,,,0,0,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@ananavarro If that’s is the case 🤥🤡@realDonaldTrump can not attend the #SOTU #SOTUBoycott #SOTUBLACKOUT,1517340807902,False,SteelersVII
,,Tue Jan 30 18:26:39 +0000 2018,"[9, 93]",,,,0,False,low,,958406117595467776,958406117595467776,FoxNews,9.58404792174379e+17,958404792174379009,1367531,1367531,False,en,,,0,,,,,,0,0,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@FoxNews I think everyone's done with the Clinton's and Bush's and the Kennedy's. #MAGA #SOTU,1517336799416,False,FunctionalGovt
,,Wed Jan 31 01:03:21 +0000 2018,"[0, 13]",,,,0,False,low,,958505952264691712,958505952264691712,charlesadler,,,16219502,16219502,True,und,,False,0,,#SOTU #samelitter https://t.co/iV4RUt5on7,JulianAssange,9.585043600441262e+17,958504360044126209,0,0,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@charlesadler https://t.co/9fw3Lsiujc,1517360601856,False,Roxiah67Roller
,,Tue Jan 30 20:17:27 +0000 2018,"[36, 140]",,"{'full_text': '@pilitobar87 @SenJeffMerkley @MSNBC Tired of paying for foreigners free ride\nCall the ICE hotline\n866-DHS-2-ICE\nhttps://t.co/VPaQ3wWpPN\nIndividuals across the world can report suspicious criminal activity to the ICE Homeland Security Investigations (HSI)24/7\n#AmericansFirst \n#DACA NO\n#Dreamers War on USA\n#SOTU', 'display_text_range': [36, 311], 'entities': {'hashtags': [{'text': 'AmericansFirst', 'indices': [259, 274]}, {'text': 'DACA', 'indices': [276, 281]}, {'text': 'Dreamers', 'indices': [285, 294]}, {'text': 'SOTU', 'indices': [306, 311]}], 'urls': [{'url': 'https://t.co/VPaQ3wWpPN', 'expanded_url': 'http://ice.gov/tipline', 'display_url': 'ice.gov/tipline', 'indices': [112, 135]}], 'user_mentions': [{'screen_name': 'pilitobar87', 'name': 'Pili Tobar', 'id': 47626551, 'id_str': '47626551', 'indices': [0, 12]}, {'screen_name': 'SenJeffMerkley', 'name': 'Senator Jeff Merkley', 'id': 29201047, 'id_str': '29201047', 'indices': [13, 28]}, {'screen_name': 'MSNBC', 'name': 'MSNBC', 'id': 2836421, 'id_str': '2836421', 'indices': [29, 35]}], 'symbols': []}}","@pilitobar87 @SenJeffMerkley @MSNBC Tired of paying for foreigners free ride
Call the ICE hotline
866-DHS-2-ICE
https://t.co/VPaQ3wWpPN
Individuals across the world can report suspicious criminal activity to the ICE Homeland Security Investigations (HSI)24/7
#AmericansFirst 
#DACA NO
#Dreamers War on USA
#SOTU",0,False,low,,958434002947502083,958434002947502083,pilitobar87,9.584332655175475e+17,958433265517547520,47626551,47626551,False,en,,False,0,,,,,,0,0,False,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@pilitobar87 @SenJeffMerkley @MSNBC Tired of paying for foreigners free ride
Call the ICE hotline
866-DHS-2-ICE… https://t.co/K3b5qHlXYE",1517343447802,True,BreaveHeart43
,,Wed Jan 31 00:40:05 +0000 2018,"[9, 140]",,"{'full_text': '@thehill To protect our citizens, of every background, color, and creed, #TrumpResign or #ImpeachTrump and restore #democracy #StateOfOurUnion #Uniom #SOTU🌊🌊', 'display_text_range': [9, 157], 'entities': {'hashtags': [{'text': 'TrumpResign', 'indices': [73, 85]}, {'text': 'ImpeachTrump', 'indices': [89, 102]}, {'text': 'democracy', 'indices': [115, 125]}, {'text': 'StateOfOurUnion', 'indices': [126, 142]}, {'text': 'Uniom', 'indices': [143, 149]}, {'text': 'SOTU', 'indices': [150, 155]}], 'urls': [], 'user_mentions': [{'screen_name': 'thehill', 'name': 'The Hill', 'id': 1917731, 'id_str': '1917731', 'indices': [0, 8]}], 'symbols': []}}","@thehill To protect our citizens, of every background, color, and creed, #TrumpResign or #ImpeachTrump and restore #democracy #StateOfOurUnion #Uniom #SOTU🌊🌊",0,False,low,,958500094734577664,958500094734577664,thehill,9.584895238806364e+17,958489523880636416,1917731,1917731,False,en,,,0,,,,,,0,0,False,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@thehill To protect our citizens, of every background, color, and creed, #TrumpResign or #ImpeachTrump and restore… https://t.co/y3200MjQQG",1517359205312,True,Dr_Granny
,,Tue Jan 30 19:38:27 +0000 2018,"[12, 19]",,,,0,False,low,,958424185851863041,958424185851863041,TwitterGov,9.565136002224415e+17,956513600222441472,222953824,222953824,False,und,,,0,,,,,,0,0,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@TwitterGov #SOTU⛳️,1517341107224,False,gingrpimpernel
,,Wed Jan 31 03:43:09 +0000 2018,"[22, 140]",,"{'full_text': ""@NFLprguy @nflcommish @nflcommish Roger and Cronies: Just make sure you listen to what The POTUS @realDonaldTrump reiterated tonight, you tell those sons of bitches to stand for the National Anthem, or you're all FIRED! #SOTU"", 'display_text_range': [22, 225], 'entities': {'hashtags': [{'text': 'SOTU', 'indices': [220, 225]}], 'urls': [], 'user_mentions': [{'screen_name': 'NFLprguy', 'name': 'Brian McCarthy', 'id': 18048496, 'id_str': '18048496', 'indices': [0, 9]}, {'screen_name': 'nflcommish', 'name': 'Roger Goodell', 'id': 34104616, 'id_str': '34104616', 'indices': [10, 21]}, {'screen_name': 'nflcommish', 'name': 'Roger Goodell', 'id': 34104616, 'id_str': '34104616', 'indices': [22, 33]}, {'screen_name': 'realDonaldTrump', 'name': 'Donald J. Trump', 'id': 25073877, 'id_str': '25073877', 'indices': [97, 113]}], 'symbols': []}}","@NFLprguy @nflcommish @nflcommish Roger and Cronies: Just make sure you listen to what The POTUS @realDonaldTrump reiterated tonight, you tell those sons of bitches to stand for the National Anthem, or you're all FIRED! #SOTU",0,False,low,,958546167347937280,958546167347937280,NFLprguy,9.550755487824323e+17,955075548782432257,18048496,18048496,False,en,,,0,,,,,,0,0,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@NFLprguy @nflcommish @nflcommish Roger and Cronies: Just make sure you listen to what The POTUS @realDonaldTrump r… https://t.co/an70AOClm7,1517370189879,True,Hansonian88
,,Tue Jan 30 18:41:51 +0000 2018,"[16, 66]",,,,0,False,low,,958409941169123328,958409941169123328,Education4Libs,9.584027758675108e+17,958402775867510784,817661098988019712,817661098988019712,False,en,,,0,,,,,,0,0,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@Education4Libs Millions upon millions will watch worldwide. #SOTU,1517337711027,False,SusieFarquar
,,Wed Jan 31 01:56:00 +0000 2018,"[10, 140]",,"{'full_text': '@TTCwelps I wanted to get a head start on this joke, so I cleverly posted it yesterday... \n\n(And no, I definitely didn’t get the date of the #SOTU wrong, no siree!)\n\nhttps://t.co/AWk6n6T5cG', 'display_text_range': [10, 189], 'entities': {'hashtags': [{'text': 'SOTU', 'indices': [141, 146]}], 'urls': [{'url': 'https://t.co/AWk6n6T5cG', 'expanded_url': 'https://twitter.com/pingstreetkilot/status/958180988278001670', 'display_url': 'twitter.com/pingstreetkilo…', 'indices': [166, 189]}], 'user_mentions': [{'screen_name': 'TTCwelps', 'name': 'TTCwelps', 'id': 2442900458, 'id_str': '2442900458', 'indices': [0, 9]}], 'symbols': []}}","@TTCwelps I wanted to get a head start on this joke, so I cleverly posted it yesterday... 

(And no, I definitely didn’t get the date of the #SOTU wrong, no siree!)

https://t.co/AWk6n6T5cG",0,False,low,,958519199827193857,958519199827193857,TTCwelps,9.584940467326935e+17,958494046732693504,2442900458,2442900458,True,en,,False,0,"And now, the #StateOfTheUnion, brought to you by your very own #KingStreetPilot:

It’s still under f****** construction.

https://t.co/SixPgZxEZk","And now, the #StateOfTheUnion, brought to you by your very own #KingStreetPilot:

It’s still under f****** construc… https://t.co/K3yeRTar2E",PingStreetKilot,9.581809882780017e+17,958180988278001670,0,0,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@TTCwelps I wanted to get a head start on this joke, so I cleverly posted it yesterday... 

(And no, I definitely d… https://t.co/Qhi66ijB5k",1517363760321,True,PingStreetKilot
,,Tue Jan 30 17:09:07 +0000 2018,"[27, 140]",,"{'full_text': '@chetnadilwaria @ezraklein @DHSgov @USCIS @SecNielsen @CNN @FoxNews @LIFECoreUSA @SaveH4EAD There are many more like them who would loose job if #h4ead rule is revoked. Please do not take this away from us #DontRevokeH4EAD #SAVEH4EAD #SOTU', 'display_text_range': [27, 239], 'entities': {'hashtags': [{'text': 'h4ead', 'indices': [145, 151]}, {'text': 'DontRevokeH4EAD', 'indices': [206, 222]}, {'text': 'SAVEH4EAD', 'indices': [223, 233]}, {'text': 'SOTU', 'indices': [234, 239]}], 'urls': [], 'user_mentions': [{'screen_name': 'chetnadilwaria', 'name': 'Chetna Dilwaria', 'id': 33992590, 'id_str': '33992590', 'indices': [0, 15]}, {'screen_name': 'ezraklein', 'name': 'Ezra Klein', 'id': 18622869, 'id_str': '18622869', 'indices': [16, 26]}, {'screen_name': 'DHSgov', 'name': 'Homeland Security', 'id': 15647676, 'id_str': '15647676', 'indices': [27, 34]}, {'screen_name': 'USCIS', 'name': 'USCIS', 'id': 14625398, 'id_str': '14625398', 'indices': [35, 41]}, {'screen_name': 'SecNielsen', 'name': 'Sec. Kirstjen Nielsen', 'id': 935148134505828353, 'id_str': '935148134505828353', 'indices': [42, 53]}, {'screen_name': 'CNN', 'name': 'CNN', 'id': 759251, 'id_str': '759251', 'indices': [54, 58]}, {'screen_name': 'FoxNews', 'name': 'Fox News', 'id': 1367531, 'id_str': '1367531', 'indices': [59, 67]}, {'screen_name': 'LIFECoreUSA', 'name': 'LIFE CORE', 'id': 3794794461, 'id_str': '3794794461', 'indices': [68, 80]}, {'screen_name': 'SaveH4EAD', 'name': 'Save H4 Ead', 'id': 948958266452856832, 'id_str': '948958266452856832', 'indices': [81, 91]}], 'symbols': []}}",@chetnadilwaria @ezraklein @DHSgov @USCIS @SecNielsen @CNN @FoxNews @LIFECoreUSA @SaveH4EAD There are many more like them who would loose job if #h4ead rule is revoked. Please do not take this away from us #DontRevokeH4EAD #SAVEH4EAD #SOTU,0,False,low,,958386605408038912,958386605408038912,chetnadilwaria,9.583845489658921e+17,958384548965892096,33992590,33992590,False,en,,,0,,,,,,0,0,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@chetnadilwaria @ezraklein @DHSgov @USCIS @SecNielsen @CNN @FoxNews @LIFECoreUSA @SaveH4EAD There are many more lik… https://t.co/YJQvsi8Pyt,1517332147348,True,swati_H4ead
,,Wed Jan 31 01:25:45 +0000 2018,"[0, 13]",,,,0,False,low,,958511587320647681,958511587320647681,WeWuzBoomers,,,941109866202091521,941109866202091521,True,und,,False,0,,"Thank God. 
#SOTU #ReleaseEverything #Winning https://t.co/qCWju3cnNA",girl4_trump,9.585066989473997e+17,958506698947399680,0,0,False,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",@WeWuzBoomers https://t.co/y6JDhlGSX3,1517361945358,False,Groypingen
,,Tue Jan 30 21:29:35 +0000 2018,"[31, 140]",,"{'full_text': '@AmericanHotLips @BetsyDeVosED #TuesdayThoughts #MyWelcomeMatWouldRead #StateOfTheUnion #SOTU #StateOfTheUniom #MAGA #ReleaseTheMemo @realDonaldTrump https://t.co/TVKHTFkK5e', 'display_text_range': [31, 149], 'entities': {'hashtags': [{'text': 'TuesdayThoughts', 'indices': [31, 47]}, {'text': 'MyWelcomeMatWouldRead', 'indices': [48, 70]}, {'text': 'StateOfTheUnion', 'indices': [71, 87]}, {'text': 'SOTU', 'indices': [88, 93]}, {'text': 'StateOfTheUniom', 'indices': [94, 110]}, {'text': 'MAGA', 'indices': [111, 116]}, {'text': 'ReleaseTheMemo', 'indices': [117, 132]}], 'urls': [], 'user_mentions': [{'screen_name': 'AmericanHotLips', 'name': 'Mary💋🇺🇸', 'id': 271957908, 'id_str': '271957908', 'indices': [0, 16]}, {'screen_name': 'BetsyDeVosED', 'name': 'Betsy DeVos', 'id': 828997388920619008, 'id_str': '828997388920619008', 'indices': [17, 30]}, {'screen_name': 'realDonaldTrump', 'name': 'Donald J. Trump', 'id': 25073877, 'id_str': '25073877', 'indices': [133, 149]}], 'symbols': [], 'media': [{'id': 958452146558636032, 'id_str': '958452146558636032', 'indices': [150, 173], 'media_url': 'http://pbs.twimg.com/media/DU0bJjHWkAATzZ3.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DU0bJjHWkAATzZ3.jpg', 'url': 'https://t.co/TVKHTFkK5e', 'display_url': 'pic.twitter.com/TVKHTFkK5e', 'expanded_url': 'https://twitter.com/0pen_eyez/status/958452152913072128/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 933, 'h': 595, 'resize': 'fit'}, 'medium': {'w': 933, 'h': 595, 'resize': 'fit'}, 'small': {'w': 680, 'h': 434, 'resize': 'fit'}}}]}, 'extended_entities': {'media': [{'id': 958452146558636032, 'id_str': '958452146558636032', 'indices': [150, 173], 'media_url': 'http://pbs.twimg.com/media/DU0bJjHWkAATzZ3.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DU0bJjHWkAATzZ3.jpg', 'url': 'https://t.co/TVKHTFkK5e', 'display_url': 'pic.twitter.com/TVKHTFkK5e', 'expanded_url': 'https://twitter.com/0pen_eyez/status/958452152913072128/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 933, 'h': 595, 'resize': 'fit'}, 'medium': {'w': 933, 'h': 595, 'resize': 'fit'}, 'small': {'w': 680, 'h': 434, 'resize': 'fit'}}}]}}",@AmericanHotLips @BetsyDeVosED #TuesdayThoughts #MyWelcomeMatWouldRead #StateOfTheUnion #SOTU #StateOfTheUniom #MAGA #ReleaseTheMemo @realDonaldTrump https://t.co/TVKHTFkK5e,0,False,low,,958452152913072128,958452152913072128,AmericanHotLips,9.58428336019198e+17,958428336019197952,271957908,271957908,False,und,,False,0,,,,,,0,0,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@AmericanHotLips @BetsyDeVosED #TuesdayThoughts #MyWelcomeMatWouldRead #StateOfTheUnion #SOTU #StateOfTheUniom… https://t.co/ZU0Fhz9WyA,1517347775091,True,0pen_eyez
,,Wed Jan 31 00:43:59 +0000 2018,"[26, 140]",,"{'full_text': '@RL_Miller @thinkprogress Its too late to #StopBridenstine and @BillNye from attending the #SOTU since they are headed over to the House Chamber as we speak.', 'display_text_range': [26, 157], 'entities': {'hashtags': [{'text': 'StopBridenstine', 'indices': [42, 58]}, {'text': 'SOTU', 'indices': [91, 96]}], 'urls': [], 'user_mentions': [{'screen_name': 'RL_Miller', 'name': 'RL Miller', 'id': 125184430, 'id_str': '125184430', 'indices': [0, 10]}, {'screen_name': 'thinkprogress', 'name': 'ThinkProgress', 'id': 55355654, 'id_str': '55355654', 'indices': [11, 25]}, {'screen_name': 'BillNye', 'name': 'Bill Nye', 'id': 37710752, 'id_str': '37710752', 'indices': [63, 71]}], 'symbols': []}}",@RL_Miller @thinkprogress Its too late to #StopBridenstine and @BillNye from attending the #SOTU since they are headed over to the House Chamber as we speak.,0,False,low,,958501075908268032,958501075908268032,RL_Miller,9.585003394428846e+17,958500339442884608,125184430,125184430,False,en,,,0,,,,,,0,0,False,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",@RL_Miller @thinkprogress Its too late to #StopBridenstine and @BillNye from attending the #SOTU since they are hea… https://t.co/oVq228QVu8,1517359439242,True,NASAWatch
